Project Name:,Project Name,Specimen ID/Lab #,Specimen ID,Technician:,Your Name Here,Date:,8/23/2016 6:34,File Version,1.2,,,
0.102889,-32.31518,76.82,531.68,,,,,,,,,
0.1027,-33.373119,76.82,531.72,,,,,,,,,
0.102481,-34.179655,76.82,531.76,,,,,,,,,
0.102294,-35.285287,76.82,531.8,,,,,,,,,
0.102115,-36.108548,76.82,531.84,,,,,,,,,
0.10191,-36.930889,76.82,531.88,,,,,,,,,
0.101703,-38.303574,76.82,531.92,,,,,,,,,
0.101476,-38.904702,76.82,531.96,,,,,,,,,
0.101295,-39.878429,76.82,532,,,,,,,,,
0.101102,-40.660102,76.82,532.04,,,,,,,,,
0.100888,-41.570369,76.82,532.08,,,,,,,,,
0.100651,-43.168231,76.82,532.12,,,,,,,,,
0.100458,-43.336219,76.82,532.16,,,,,,,,,
0.10029,-44.334551,76.82,532.2,,,,,,,,,
0.100117,-45.044088,76.82,532.24,,,,,,,,,
0.099899,-45.89979,76.82,532.28,,,,,,,,,
0.09965,-47.324475,76.82,532.32,,,,,,,,,
0.099447,-47.772475,76.82,532.36,,,,,,,,,
0.099266,-49.06672,76.82,532.4,,,,,,,,,
0.099041,-49.48976,76.82,532.44,,,,,,,,,
0.098891,-50.275297,76.82,532.48,,,,,,,,,
0.098682,-51.409578,76.82,532.52,,,,,,,,,
0.098455,-52.05855,76.82,532.56,,,,,,,,,
0.098243,-53.081978,76.82,532.6,,,,,,,,,
0.09805,-54.054161,76.64,532.64,,,,,,,,,
0.097854,-54.851633,76.64,532.68,,,,,,,,,
0.097659,-56.251323,76.64,532.72,,,,,,,,,
0.097445,-56.516772,76.64,532.76,,,,,,,,,
0.097259,-57.520134,76.64,532.8,,,,,,,,,
0.097057,-58.642504,76.64,532.84,,,,,,,,,
0.096875,-59.435355,76.64,532.88,,,,,,,,,
0.096669,-60.420976,76.64,532.92,,,,,,,,,
0.096481,-61.171883,76.64,532.96,,,,,,,,,
0.096298,-61.7098,76.64,533,,,,,,,,,
0.096127,-62.691238,76.64,533.04,,,,,,,,,
0.095899,-63.832816,76.64,533.08,,,,,,,,,
0.095655,-65.156873,76.64,533.12,,,,,,,,,
0.095461,-65.949713,76.64,533.16,,,,,,,,,
0.09525,-67.108842,76.64,533.2,,,,,,,,,
0.095064,-68.205151,76.64,533.24,,,,,,,,,
0.094854,-69.170013,76.64,533.28,,,,,,,,,
0.094688,-70.636187,76.64,533.32,,,,,,,,,
0.094462,-71.127586,76.64,533.36,,,,,,,,,
0.094262,-72.79334,76.64,533.4,,,,,,,,,
0.094056,-73.790021,76.64,533.44,,,,,,,,,
0.093854,-74.348301,76.64,533.48,,,,,,,,,
0.09367,-75.520141,76.64,533.52,,,,,,,,,
0.093489,-76.396353,76.64,533.56,,,,,,,,,
0.093278,-77.87977,76.64,533.6,,,,,,,,,
0.093135,-79.024259,76.64,533.64,,,,,,,,,
0.092891,-80.474017,76.64,533.68,,,,,,,,,
0.092664,-82.40892,76.64,533.72,,,,,,,,,
0.09246,-83.248691,76.64,533.76,,,,,,,,,
0.092252,-84.803071,76.64,533.8,,,,,,,,,
0.09208,-86.423941,76.64,533.84,,,,,,,,,
0.091891,-87.730495,76.64,533.88,,,,,,,,,
0.091735,-89.464337,76.64,533.92,,,,,,,,,
0.091515,-90.599678,76.64,533.96,,,,,,,,,
0.091251,-93.224123,76.64,534,,,,,,,,,
0.091075,-95.093914,76.64,534.04,,,,,,,,,
0.090902,-96.174778,76.64,534.08,,,,,,,,,
0.09072,-98.519536,76.64,534.12,,,,,,,,,
0.090535,-99.963536,76.64,534.16,,,,,,,,,
0.090324,-102.135076,76.64,534.2,,,,,,,,,
0.090139,-104.527872,76.64,534.24,,,,,,,,,
0.089926,-107.015077,76.64,534.28,,,,,,,,,
0.089715,-109.530876,76.64,534.32,,,,,,,,,
0.089532,-112.053326,76.64,534.36,,,,,,,,,
0.089327,-114.739361,76.64,534.4,,,,,,,,,
0.089136,-117.753819,76.64,534.44,,,,,,,,,
0.088929,-120.734217,76.64,534.48,,,,,,,,,
0.08871,-124.503045,76.64,534.52,,,,,,,,,
0.088486,-128.008684,76.64,534.56,,,,,,,,,
0.088286,-132.27326,76.64,534.6,,,,,,,,,
0.088125,-136.37398,76.64,534.64,,,,,,,,,
0.087946,-141.165182,76.64,534.68,,,,,,,,,
0.087766,-146.555111,76.64,534.72,,,,,,,,,
0.087567,-151.946827,76.64,534.76,,,,,,,,,
0.087353,-158.803017,76.64,534.8,,,,,,,,,
0.08717,-166.171692,76.64,534.84,,,,,,,,,
0.086983,-174.315624,76.64,534.88,,,,,,,,,
0.086778,-184.233294,76.64,534.92,,,,,,,,,
0.086555,-195.110649,76.64,534.96,,,,,,,,,
0.086386,-209.154792,76.64,535,,,,,,,,,
0.086208,-215.592328,76.64,535.04,,,,,,,,,
0.086168,-205.198626,76.64,535.08,,,,,,,,,
0.086117,-196.601351,76.64,535.12,,,,,,,,,
0.086126,-183.613242,76.64,535.16,,,,,,,,,
0.086244,-140.382551,76.64,535.2,,,,,,,,,
0.086492,-89.743894,76.64,535.24,,,,,,,,,
0.086697,-53.088482,76.64,535.28,,,,,,,,,
0.086937,-28.755067,76.64,535.32,,,,,,,,,
0.087136,-12.56299,76.64,535.36,,,,,,,,,
0.087332,-0.372759,76.64,535.4,,,,,,,,,
0.087532,10.304917,76.64,535.44,,,,,,,,,
0.087737,19.425962,76.64,535.48,,,,,,,,,
0.087952,27.82343,76.64,535.52,,,,,,,,,
0.088151,35.145718,76.64,535.56,,,,,,,,,
0.088313,40.754146,76.64,535.6,,,,,,,,,
0.088493,45.812313,76.64,535.64,,,,,,,,,
0.088726,50.201111,76.64,535.68,,,,,,,,,
0.088918,54.419018,76.64,535.72,,,,,,,,,
0.08915,58.654264,76.64,535.76,,,,,,,,,
0.089347,62.195133,76.64,535.8,,,,,,,,,
0.089576,65.94367,76.64,535.84,,,,,,,,,
0.089731,68.259219,76.64,535.88,,,,,,,,,
0.089943,70.70583,76.64,535.92,,,,,,,,,
0.090149,73.839403,76.64,535.96,,,,,,,,,
0.090356,75.911101,76.64,536,,,,,,,,,
0.090542,78.373825,76.64,536.04,,,,,,,,,
0.090782,80.524878,76.64,536.08,,,,,,,,,
0.090968,82.201882,76.64,536.12,,,,,,,,,
0.091178,84.280001,76.64,536.16,,,,,,,,,
0.091375,85.525568,76.64,536.2,,,,,,,,,
0.09155,86.426142,76.64,536.24,,,,,,,,,
0.091739,87.829998,76.64,536.28,,,,,,,,,
0.09195,88.810985,76.64,536.32,,,,,,,,,
0.092143,90.087845,76.64,536.36,,,,,,,,,
0.092367,91.349519,76.64,536.4,,,,,,,,,
0.092521,92.152566,76.64,536.44,,,,,,,,,
0.092729,93.035435,76.64,536.48,,,,,,,,,
0.092906,93.818025,76.64,536.52,,,,,,,,,
0.093122,95.3042,76.64,536.56,,,,,,,,,
0.093316,95.688876,76.64,536.6,,,,,,,,,
0.093517,96.340771,76.64,536.64,,,,,,,,,
0.093766,97.585592,76.64,536.68,,,,,,,,,
0.09398,98.055233,76.64,536.72,,,,,,,,,
0.094172,98.925876,76.64,536.76,,,,,,,,,
0.094344,99.238624,76.64,536.8,,,,,,,,,
0.094543,99.500547,76.64,536.84,,,,,,,,,
0.094722,100.108593,76.64,536.88,,,,,,,,,
0.094923,100.551989,76.64,536.92,,,,,,,,,
0.095117,101.867874,76.64,536.96,,,,,,,,,
0.095365,101.990716,76.64,537,,,,,,,,,
0.095568,102.71332,76.64,537.04,,,,,,,,,
0.095728,102.818037,76.64,537.08,,,,,,,,,
0.095937,102.904996,76.64,537.12,,,,,,,,,
0.096108,104.376986,76.64,537.16,,,,,,,,,
0.096368,104.883812,76.64,537.2,,,,,,,,,
0.09657,105.308917,76.64,537.24,,,,,,,,,
0.096718,105.296934,76.64,537.28,,,,,,,,,
0.096928,105.377348,76.64,537.32,,,,,,,,,
0.097115,106.724276,76.64,537.36,,,,,,,,,
0.097321,106.933207,76.64,537.4,,,,,,,,,
0.097569,108.309345,76.64,537.44,,,,,,,,,
0.097728,108.016214,76.64,537.48,,,,,,,,,
0.097917,108.067075,76.64,537.52,,,,,,,,,
0.098136,109.649049,76.64,537.56,,,,,,,,,
0.098341,109.710171,76.64,537.6,,,,,,,,,
0.098533,110.51929,76.46,537.64,,,,,,,,,
0.098751,110.563665,76.46,537.68,,,,,,,,,
0.098915,111.220347,76.46,537.72,,,,,,,,,
0.099152,112.139414,76.46,537.76,,,,,,,,,
0.099318,111.922654,76.46,537.8,,,,,,,,,
0.099576,113.561354,76.46,537.84,,,,,,,,,
0.099713,113.371317,76.46,537.88,,,,,,,,,
0.099969,114.242783,76.46,537.92,,,,,,,,,
0.10015,114.507167,76.46,537.96,,,,,,,,,
0.100371,116.062974,76.46,538,,,,,,,,,
0.100527,116.112184,76.46,538.04,,,,,,,,,
0.100726,116.458124,76.46,538.08,,,,,,,,,
0.10094,117.543663,76.46,538.12,,,,,,,,,
0.101133,117.634154,76.46,538.16,,,,,,,,,
0.101324,118.494199,76.46,538.2,,,,,,,,,
0.101567,119.667116,76.46,538.24,,,,,,,,,
0.101732,120.402679,76.46,538.28,,,,,,,,,
0.101942,120.486235,76.46,538.32,,,,,,,,,
0.102123,121.070404,76.46,538.36,,,,,,,,,
0.102326,122.257772,76.46,538.4,,,,,,,,,
0.102585,123.63391,76.46,538.44,,,,,,,,,
0.102743,123.273507,76.46,538.48,,,,,,,,,
0.102901,124.042185,76.46,538.52,,,,,,,,,
0.103118,125.515998,76.46,538.56,,,,,,,,,
0.103367,126.408329,76.46,538.6,,,,,,,,,
0.103573,127.511692,76.46,538.64,,,,,,,,,
0.10375,127.723066,76.46,538.68,,,,,,,,,
0.103907,128.148171,76.46,538.72,,,,,,,,,
0.104116,129.548867,76.46,538.76,,,,,,,,,
0.104313,130.57974,76.46,538.8,,,,,,,,,
0.104552,132.03548,76.46,538.84,,,,,,,,,
0.104735,132.64294,76.46,538.88,,,,,,,,,
0.104962,133.950198,76.46,538.92,,,,,,,,,
0.10519,135.059597,76.46,538.96,,,,,,,,,
0.105357,135.560174,76.46,539,,,,,,,,,
0.105555,137.044544,76.46,539.04,,,,,,,,,
0.105737,138.318687,76.46,539.08,,,,,,,,,
0.105978,139.240463,76.46,539.12,,,,,,,,,
0.106173,141.112018,76.46,539.16,,,,,,,,,
0.106367,142.08065,76.46,539.2,,,,,,,,,
0.106573,143.51691,76.46,539.24,,,,,,,,,
0.106707,144.831565,76.46,539.28,,,,,,,,,
0.106932,145.592917,76.46,539.32,,,,,,,,,
0.107178,148.277306,76.46,539.36,,,,,,,,,
0.107327,149.504192,76.46,539.4,,,,,,,,,
0.107522,150.992302,76.46,539.44,,,,,,,,,
0.107715,152.758169,76.46,539.48,,,,,,,,,
0.107948,154.236006,76.46,539.52,,,,,,,,,
0.108163,156.820993,76.46,539.56,,,,,,,,,
0.108332,158.433146,76.46,539.6,,,,,,,,,
0.108525,160.699307,76.46,539.64,,,,,,,,,
0.10871,162.716268,76.46,539.68,,,,,,,,,
0.108912,164.37523,76.46,539.72,,,,,,,,,
0.109126,167.216624,76.46,539.76,,,,,,,,,
0.109361,169.665317,76.46,539.8,,,,,,,,,
0.109568,172.88076,76.46,539.84,,,,,,,,,
0.109719,175.229553,76.46,539.88,,,,,,,,,
0.109905,177.573968,76.46,539.92,,,,,,,,,
0.110126,180.703795,76.46,539.96,,,,,,,,,
0.110352,183.43536,76.46,540,,,,,,,,,
0.110501,177.905647,76.46,540.04,,,,,,,,,
0.110511,167.664002,76.46,540.08,,,,,,,,,
0.110483,158.560445,76.46,540.12,,,,,,,,,
0.110395,138.991914,76.46,540.16,,,,,,,,,
0.110239,118.285901,76.46,540.2,,,,,,,,,
0.110031,101.232897,76.46,540.24,,,,,,,,,
0.109861,85.827209,76.46,540.28,,,,,,,,,
0.109637,72.824626,76.46,540.32,,,,,,,,,
0.109465,62.063764,76.46,540.36,,,,,,,,,
0.109269,52.229942,76.46,540.4,,,,,,,,,
0.109082,44.361294,76.46,540.44,,,,,,,,,
0.108868,37.185269,76.46,540.48,,,,,,,,,
0.108666,30.438023,76.46,540.52,,,,,,,,,
0.108416,25.165505,76.46,540.56,,,,,,,,,
0.108222,19.959681,76.46,540.6,,,,,,,,,
0.108015,15.982751,76.46,540.64,,,,,,,,,
0.107882,12.495242,76.46,540.68,,,,,,,,,
0.107667,8.664017,76.46,540.72,,,,,,,,,
0.107464,5.822454,76.46,540.76,,,,,,,,,
0.107254,2.495988,76.46,540.8,,,,,,,,,
0.107021,0.240942,76.46,540.84,,,,,,,,,
0.106837,-2.645463,76.46,540.88,,,,,,,,,
0.106631,-4.841508,76.46,540.92,,,,,,,,,
0.106455,-6.749983,76.46,540.96,,,,,,,,,
0.106224,-9.059488,76.46,541,,,,,,,,,
0.106051,-10.63852,76.46,541.04,,,,,,,,,
0.105818,-12.470133,76.46,541.08,,,,,,,,,
0.105627,-14.683103,76.46,541.12,,,,,,,,,
0.105424,-15.784193,76.46,541.16,,,,,,,,,
0.105255,-17.657997,76.46,541.2,,,,,,,,,
0.105045,-18.791462,76.46,541.24,,,,,,,,,
0.104882,-20.179997,76.46,541.28,,,,,,,,,
0.104695,-21.538062,76.46,541.32,,,,,,,,,
0.104486,-22.659249,76.46,541.36,,,,,,,,,
0.104269,-24.45924,76.46,541.4,,,,,,,,,
0.104059,-25.159395,76.46,541.44,,,,,,,,,
0.103846,-26.929956,76.46,541.48,,,,,,,,,
0.103671,-27.947111,76.46,541.52,,,,,,,,,
0.103503,-28.626671,76.46,541.56,,,,,,,,,
0.10325,-30.538924,76.46,541.6,,,,,,,,,
0.103051,-30.881352,76.46,541.64,,,,,,,,,
0.102892,-31.662314,76.46,541.68,,,,,,,,,
0.102649,-33.505669,76.46,541.72,,,,,,,,,
0.102513,-33.656623,76.46,541.76,,,,,,,,,
0.102262,-35.018154,76.46,541.8,,,,,,,,,
0.102047,-35.994046,76.46,541.84,,,,,,,,,
0.101847,-36.870172,76.46,541.88,,,,,,,,,
0.101686,-37.920191,76.46,541.92,,,,,,,,,
0.101519,-38.514765,76.46,541.96,,,,,,,,,
0.101297,-39.433938,76.46,542,,,,,,,,,
0.101038,-40.384208,76.46,542.04,,,,,,,,,
0.100837,-41.454846,76.46,542.08,,,,,,,,,
0.100673,-42.400465,76.46,542.12,,,,,,,,,
0.100492,-42.734552,76.46,542.16,,,,,,,,,
0.100323,-43.831287,76.46,542.2,,,,,,,,,
0.100062,-44.648654,76.46,542.24,,,,,,,,,
0.09985,-45.745436,76.46,542.28,,,,,,,,,
0.0997,-46.659479,76.46,542.32,,,,,,,,,
0.099476,-47.050244,76.46,542.36,,,,,,,,,
0.099244,-48.544319,76.46,542.4,,,,,,,,,
0.099058,-49.101207,76.46,542.44,,,,,,,,,
0.098862,-49.690305,76.46,542.48,,,,,,,,,
0.098711,-50.625284,76.46,542.52,,,,,,,,,
0.09848,-51.363623,76.46,542.56,,,,,,,,,
0.098237,-52.643873,76.46,542.6,,,,,,,,,
0.098078,-53.288619,76.64,542.64,,,,,,,,,
0.097862,-54.144906,76.64,542.68,,,,,,,,,
0.097678,-55.41702,76.64,542.72,,,,,,,,,
0.097475,-55.93916,76.64,542.76,,,,,,,,,
0.097309,-56.890507,76.64,542.8,,,,,,,,,
0.0971,-57.25907,76.64,542.84,,,,,,,,,
0.096842,-58.791336,76.64,542.88,,,,,,,,,
0.096663,-59.842476,76.64,542.92,,,,,,,,,
0.096473,-60.239142,76.64,542.96,,,,,,,,,
0.096294,-61.679881,76.64,543,,,,,,,,,
0.096076,-62.361802,76.64,543.04,,,,,,,,,
0.095847,-63.344973,76.64,543.08,,,,,,,,,
0.095675,-64.672238,76.64,543.12,,,,,,,,,
0.095473,-65.291521,76.64,543.16,,,,,,,,,
0.095274,-66.654327,76.64,543.2,,,,,,,,,
0.095043,-67.380256,76.64,543.24,,,,,,,,,
0.094868,-68.526403,76.64,543.28,,,,,,,,,
0.094674,-69.404401,76.64,543.32,,,,,,,,,
0.094472,-70.692906,76.64,543.36,,,,,,,,,
0.094268,-71.866794,76.64,543.4,,,,,,,,,
0.094078,-72.60837,76.64,543.44,,,,,,,,,
0.09386,-74.077738,76.64,543.48,,,,,,,,,
0.09366,-75.337875,76.64,543.52,,,,,,,,,
0.093455,-76.207766,76.64,543.56,,,,,,,,,
0.093273,-77.946478,76.64,543.6,,,,,,,,,
0.093066,-78.743105,76.64,543.64,,,,,,,,,
0.092869,-80.394485,76.64,543.68,,,,,,,,,
0.092697,-81.44391,76.64,543.72,,,,,,,,,
0.092529,-82.468202,76.64,543.76,,,,,,,,,
0.092317,-84.069461,76.64,543.8,,,,,,,,,
0.092052,-85.684159,76.64,543.84,,,,,,,,,
0.091903,-87.168369,76.64,543.88,,,,,,,,,
0.091736,-88.366324,76.64,543.92,,,,,,,,,
0.091485,-90.263265,76.64,543.96,,,,,,,,,
0.091281,-92.464262,76.64,544,,,,,,,,,
0.091099,-93.31691,76.64,544.04,,,,,,,,,
0.090929,-95.22784,76.64,544.08,,,,,,,,,
0.090671,-97.711956,76.64,544.12,,,,,,,,,
0.090473,-99.452,76.64,544.16,,,,,,,,,
0.090341,-101.631173,76.64,544.2,,,,,,,,,
0.090099,-103.608143,76.64,544.24,,,,,,,,,
0.089858,-106.290829,76.64,544.28,,,,,,,,,
0.089689,-109.00238,76.64,544.32,,,,,,,,,
0.089471,-111.198773,76.64,544.36,,,,,,,,,
0.089298,-114.380532,76.64,544.4,,,,,,,,,
0.089104,-116.782844,76.64,544.44,,,,,,,,,
0.088924,-120.050965,76.64,544.48,,,,,,,,,
0.088717,-123.284988,76.64,544.52,,,,,,,,,
0.088558,-126.821753,76.64,544.56,,,,,,,,,
0.088347,-131.040871,76.64,544.6,,,,,,,,,
0.088164,-135.009192,76.64,544.64,,,,,,,,,
0.08795,-140.062364,76.64,544.68,,,,,,,,,
0.087744,-145.298496,76.64,544.72,,,,,,,,,
0.08755,-151.132702,76.64,544.76,,,,,,,,,
0.087307,-158.29373,76.64,544.8,,,,,,,,,
0.087136,-164.978347,76.64,544.84,,,,,,,,,
0.086989,-173.277556,76.64,544.88,,,,,,,,,
0.086747,-183.19035,76.64,544.92,,,,,,,,,
0.086569,-194.453091,76.64,544.96,,,,,,,,,
0.086353,-208.151862,76.64,545,,,,,,,,,
0.086229,-214.446359,76.64,545.04,,,,,,,,,
0.086209,-203.746697,76.64,545.08,,,,,,,,,
0.086105,-195.622493,76.64,545.12,,,,,,,,,
0.086117,-182.243767,76.64,545.16,,,,,,,,,
0.086237,-139.528163,76.64,545.2,,,,,,,,,
0.086479,-88.868676,76.64,545.24,,,,,,,,,
0.086647,-52.36499,76.64,545.28,,,,,,,,,
0.086872,-29.362468,76.64,545.32,,,,,,,,,
0.087117,-13.365503,76.64,545.36,,,,,,,,,
0.087337,-0.024825,76.64,545.4,,,,,,,,,
0.087489,10.578462,76.64,545.44,,,,,,,,,
0.087688,19.621527,76.64,545.48,,,,,,,,,
0.087898,27.516396,76.64,545.52,,,,,,,,,
0.088151,34.847951,76.64,545.56,,,,,,,,,
0.088357,41.006801,76.64,545.6,,,,,,,,,
0.088503,46.183018,76.64,545.64,,,,,,,,,
0.088724,50.250493,76.64,545.68,,,,,,,,,
0.088968,55.245499,76.64,545.72,,,,,,,,,
0.089104,58.705833,76.64,545.76,,,,,,,,,
0.089338,61.800155,76.64,545.8,,,,,,,,,
0.089569,65.804122,76.64,545.84,,,,,,,,,
0.0897,68.325495,76.64,545.88,,,,,,,,,
0.089969,71.365459,76.64,545.92,,,,,,,,,
0.090113,73.679966,76.64,545.96,,,,,,,,,
0.090342,75.822385,76.64,546,,,,,,,,,
0.090503,78.173386,76.64,546.04,,,,,,,,,
0.090736,79.597705,76.64,546.08,,,,,,,,,
0.090941,81.938622,76.64,546.12,,,,,,,,,
0.091124,83.524744,76.64,546.16,,,,,,,,,
0.091383,84.959969,76.64,546.2,,,,,,,,,
0.091522,86.225442,76.64,546.24,,,,,,,,,
0.091753,87.749874,76.64,546.28,,,,,,,,,
0.091911,88.851911,76.64,546.32,,,,,,,,,
0.092153,89.753681,76.64,546.36,,,,,,,,,
0.092316,91.012219,76.64,546.4,,,,,,,,,
0.092573,92.632888,76.64,546.44,,,,,,,,,
0.092719,92.787868,76.64,546.48,,,,,,,,,
0.09297,94.001788,76.64,546.52,,,,,,,,,
0.093155,94.41939,76.64,546.56,,,,,,,,,
0.093347,95.354244,76.64,546.6,,,,,,,,,
0.093524,96.3932,76.64,546.64,,,,,,,,,
0.093766,97.065736,76.64,546.68,,,,,,,,,
0.093944,97.272731,76.64,546.72,,,,,,,,,
0.094143,98.316907,76.64,546.76,,,,,,,,,
0.094341,98.607849,76.64,546.8,,,,,,,,,
0.09451,99.432643,76.64,546.84,,,,,,,,,
0.094755,99.66341,76.64,546.88,,,,,,,,,
0.09496,100.683932,76.64,546.92,,,,,,,,,
0.095116,100.902041,76.64,546.96,,,,,,,,,
0.095353,101.648422,76.64,547,,,,,,,,,
0.095549,102.104647,76.64,547.04,,,,,,,,,
0.095766,102.932133,76.64,547.08,,,,,,,,,
0.095919,102.978196,76.64,547.12,,,,,,,,,
0.096132,103.396933,76.64,547.16,,,,,,,,,
0.096342,103.769644,76.64,547.2,,,,,,,,,
0.096587,105.1854,76.64,547.24,,,,,,,,,
0.096723,104.885292,76.64,547.28,,,,,,,,,
0.096941,105.609316,76.64,547.32,,,,,,,,,
0.097158,106.560212,76.64,547.36,,,,,,,,,
0.097328,106.059363,76.64,547.4,,,,,,,,,
0.097574,107.912053,76.64,547.44,,,,,,,,,
0.097707,107.645231,76.64,547.48,,,,,,,,,
0.097934,107.74632,76.64,547.52,,,,,,,,,
0.098134,108.63271,76.64,547.56,,,,,,,,,
0.098371,109.240211,76.64,547.6,,,,,,,,,
0.098588,110.220536,76.64,547.64,,,,,,,,,
0.098723,110.383079,76.64,547.68,,,,,,,,,
0.098912,110.644724,76.64,547.72,,,,,,,,,
0.099132,111.360937,76.64,547.76,,,,,,,,,
0.099364,111.720842,76.64,547.8,,,,,,,,,
0.09957,112.940271,76.64,547.84,,,,,,,,,
0.09976,113.295194,76.64,547.88,,,,,,,,,
0.099936,113.755047,76.64,547.92,,,,,,,,,
0.10011,114.162683,76.64,547.96,,,,,,,,,
0.100337,114.299923,76.64,548,,,,,,,,,
0.100539,115.627549,76.64,548.04,,,,,,,,,
0.100743,116.496553,76.64,548.08,,,,,,,,,
0.100926,116.47493,76.64,548.12,,,,,,,,,
0.101144,117.487375,76.64,548.16,,,,,,,,,
0.101337,118.054466,76.64,548.2,,,,,,,,,
0.101537,118.674424,76.64,548.24,,,,,,,,,
0.101779,119.6752,76.64,548.28,,,,,,,,,
0.101912,120.132685,76.64,548.32,,,,,,,,,
0.102142,120.645784,76.64,548.36,,,,,,,,,
0.10237,121.576437,76.64,548.4,,,,,,,,,
0.102505,122.289135,76.64,548.44,,,,,,,,,
0.102744,122.591155,76.64,548.48,,,,,,,,,
0.102977,123.993105,76.64,548.52,,,,,,,,,
0.103105,124.785702,76.64,548.56,,,,,,,,,
0.103338,124.727355,76.64,548.6,,,,,,,,,
0.10353,126.51236,76.64,548.64,,,,,,,,,
0.103757,127.185019,76.64,548.68,,,,,,,,,
0.103976,128.54473,76.64,548.72,,,,,,,,,
0.104116,129.163587,76.64,548.76,,,,,,,,,
0.104321,129.29111,76.64,548.8,,,,,,,,,
0.104579,131.118355,76.64,548.84,,,,,,,,,
0.104726,132.002531,76.64,548.88,,,,,,,,,
0.10491,132.546993,76.64,548.92,,,,,,,,,
0.105142,133.921533,76.64,548.96,,,,,,,,,
0.105381,135.037216,76.64,549,,,,,,,,,
0.105524,136.029211,76.64,549.04,,,,,,,,,
0.105706,137.081611,76.64,549.08,,,,,,,,,
0.105918,138.241356,76.64,549.12,,,,,,,,,
0.106117,139.714305,76.64,549.16,,,,,,,,,
0.106333,140.290035,76.64,549.2,,,,,,,,,
0.106545,142.895733,76.64,549.24,,,,,,,,,
0.106781,144.003534,76.64,549.28,,,,,,,,,
0.106976,145.661111,76.64,549.32,,,,,,,,,
0.10716,147.168535,76.64,549.36,,,,,,,,,
0.107353,148.265815,76.64,549.4,,,,,,,,,
0.107559,149.93693,76.64,549.44,,,,,,,,,
0.10772,151.444651,76.64,549.48,,,,,,,,,
0.107932,153.031678,76.64,549.52,,,,,,,,,
0.108122,155.325392,76.64,549.56,,,,,,,,,
0.108328,156.575095,76.64,549.6,,,,,,,,,
0.108521,159.366214,76.64,549.64,,,,,,,,,
0.108736,161.221365,76.64,549.68,,,,,,,,,
0.108937,163.672722,76.64,549.72,,,,,,,,,
0.109164,165.988354,76.64,549.76,,,,,,,,,
0.109373,169.065467,76.64,549.8,,,,,,,,,
0.109515,171.515534,76.64,549.84,,,,,,,,,
0.109717,173.633093,76.64,549.88,,,,,,,,,
0.109947,176.65096,76.64,549.92,,,,,,,,,
0.110106,179.572608,76.64,549.96,,,,,,,,,
0.110342,181.749686,76.64,550,,,,,,,,,
0.110472,176.501424,76.64,550.04,,,,,,,,,
0.110454,166.081117,76.64,550.08,,,,,,,,,
0.110524,157.618323,76.64,550.12,,,,,,,,,
0.110462,138.94842,76.64,550.16,,,,,,,,,
0.110229,117.976863,76.64,550.2,,,,,,,,,
0.110059,100.404032,76.64,550.24,,,,,,,,,
0.109873,85.503342,76.64,550.28,,,,,,,,,
0.109713,72.93558,76.64,550.32,,,,,,,,,
0.109481,61.654056,76.64,550.36,,,,,,,,,
0.109222,51.597075,76.64,550.4,,,,,,,,,
0.109063,43.837449,76.64,550.44,,,,,,,,,
0.108858,36.62822,76.64,550.48,,,,,,,,,
0.108652,30.313586,76.64,550.52,,,,,,,,,
0.108432,24.977475,76.64,550.56,,,,,,,,,
0.108246,19.48954,76.64,550.6,,,,,,,,,
0.108022,15.949531,76.64,550.64,,,,,,,,,
0.107832,11.754768,76.64,550.68,,,,,,,,,
0.107612,8.491139,76.64,550.72,,,,,,,,,
0.107424,5.280587,76.64,550.76,,,,,,,,,
0.107209,2.290354,76.64,550.8,,,,,,,,,
0.107084,0.511406,76.64,550.84,,,,,,,,,
0.106869,-2.138261,76.64,550.88,,,,,,,,,
0.106649,-4.448074,76.64,550.92,,,,,,,,,
0.106453,-6.830629,76.64,550.96,,,,,,,,,
0.106251,-8.826787,76.64,551,,,,,,,,,
0.106051,-10.597062,76.64,551.04,,,,,,,,,
0.105822,-12.567014,76.64,551.08,,,,,,,,,
0.105635,-14.101547,76.64,551.12,,,,,,,,,
0.105432,-15.625591,76.64,551.16,,,,,,,,,
0.105293,-17.112768,76.64,551.2,,,,,,,,,
0.105089,-18.25893,76.64,551.24,,,,,,,,,
0.104884,-19.790569,76.64,551.28,,,,,,,,,
0.104686,-21.138021,76.64,551.32,,,,,,,,,
0.104464,-22.437663,76.64,551.36,,,,,,,,,
0.104283,-24.175692,76.64,551.4,,,,,,,,,
0.104101,-24.840389,76.64,551.44,,,,,,,,,
0.103893,-26.163092,76.64,551.48,,,,,,,,,
0.103692,-27.246326,76.64,551.52,,,,,,,,,
0.103486,-28.607732,76.64,551.56,,,,,,,,,
0.103257,-29.853423,76.64,551.6,,,,,,,,,
0.10308,-30.677886,76.64,551.64,,,,,,,,,
0.102865,-31.775724,76.64,551.68,,,,,,,,,
0.102664,-32.7162,76.64,551.72,,,,,,,,,
0.102455,-33.62505,76.64,551.76,,,,,,,,,
0.102256,-35.133226,76.64,551.8,,,,,,,,,
0.102042,-35.479376,76.64,551.84,,,,,,,,,
0.101878,-36.749918,76.64,551.88,,,,,,,,,
0.10168,-37.212041,76.64,551.92,,,,,,,,,
0.101514,-37.845544,76.64,551.96,,,,,,,,,
